Bereinigung,Indizes / Veränderungen,Nominal / Real,Branche / Warengruppe,Monat,DATA
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-01-01,-1.106
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-02-01,0.639
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-03-01,0.334
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-04-01,-1.653
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-05-01,0.164
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-06-01,-1.442
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-07-01,1.201
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-08-01,0.067
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-09-01,-0.418
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-10-01,-0.046
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-11-01,-0.308
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2002-12-01,0.94
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-01-01,0.681
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-02-01,-1.076
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-03-01,-0.014
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-04-01,0.308
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-05-01,-0.317
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-06-01,-0.95
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-07-01,1.506
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-08-01,-3.261
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-09-01,4.536
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-10-01,-0.021
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-11-01,-3.59
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2003-12-01,3.701
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-01-01,1.948
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-02-01,-1.885
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-03-01,-0.555
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-04-01,0.247
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-05-01,0.304
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-06-01,-0.062
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-07-01,-1.262
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-08-01,-0.122
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-09-01,0.597
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-10-01,-0.447
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-11-01,0.967
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2004-12-01,-0.936
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-01-01,1.631
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-02-01,0.902
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-03-01,0.565
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-04-01,-0.131
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-05-01,-2.004
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-06-01,2.724
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-07-01,-0.543
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-08-01,-0.038
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-09-01,-0.642
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-10-01,1.618
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-11-01,-0.733
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2005-12-01,-0.993
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-01-01,1.621
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-02-01,-0.595
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-03-01,-0.102
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-04-01,1.843
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-05-01,-0.85
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-06-01,1.358
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-07-01,0.486
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-08-01,1.316
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-09-01,-2.042
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-10-01,0.474
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-11-01,1.408
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2006-12-01,0.494
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-01-01,1.351
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-02-01,-0.886
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-03-01,1.712
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-04-01,0.623
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-05-01,-2.187
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-06-01,0.663
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-07-01,0.708
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-08-01,1.413
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-09-01,-0.435
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-10-01,-0.476
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-11-01,0.79
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2007-12-01,-0.382
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-01-01,0.63
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-02-01,0.994
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-03-01,-0.8
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-04-01,-0.703
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-05-01,3.782
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-06-01,-1.014
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-07-01,0.078
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-08-01,0.127
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-09-01,3.453
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-10-01,-4.605
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-11-01,-0.3
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2008-12-01,1.28
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-01-01,-0.358
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-02-01,0.306
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-03-01,-0.308
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-04-01,-0.252
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-05-01,1.93
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-06-01,-1.092
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-07-01,0.278
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-08-01,0.17
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-09-01,0.696
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-10-01,1.504
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-11-01,-2.526
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2009-12-01,3.325
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-01-01,-1.222
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-02-01,0.81
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-03-01,0.581
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-04-01,-1.024
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-05-01,0.129
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-06-01,0.083
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-07-01,1.49
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-08-01,-0.772
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-09-01,1.73
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-10-01,-0.799
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-11-01,-0.024
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2010-12-01,-0.14
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-01-01,-0.94
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-02-01,1.441
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-03-01,-0.528
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-04-01,3.558
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-05-01,-5.037
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-06-01,2.174
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-07-01,0.899
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-08-01,-3.467
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-09-01,1.478
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-10-01,1.827
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-11-01,-0.164
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2011-12-01,-0.849
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-01-01,2.826
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-02-01,-1.377
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-03-01,3.281
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-04-01,-2.099
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-05-01,1.274
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-06-01,-0.326
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-07-01,0.577
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-08-01,-0.619
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-09-01,0.728
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-10-01,-0.075
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-11-01,-0.699
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2012-12-01,0.763
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-01-01,0.766
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-02-01,-0.211
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-03-01,-0.595
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-04-01,0.975
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-05-01,0.507
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-06-01,-0.796
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-07-01,0.009
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-08-01,1.082
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-09-01,-0.544
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-10-01,-0.124
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-11-01,1.976
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2013-12-01,-0.721
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2014-01-01,-1.207
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2014-02-01,1.135
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2014-03-01,0.617
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2014-04-01,-0.627
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2014-05-01,-0.585
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2014-06-01,1.609
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2014-07-01,-2.334
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2014-08-01,2.773
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2014-09-01,-1.262
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2014-10-01,-0.396
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2014-11-01,0.055
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2014-12-01,2.268
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2015-01-01,-1.833
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2015-02-01,-0.447
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2015-03-01,0.67
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2015-04-01,0.421
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2015-05-01,-0.021
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2015-06-01,0.907
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2015-07-01,-0.105
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2015-08-01,-0.224
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2015-09-01,0.077
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2015-10-01,-0.414
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2015-11-01,-1.536
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2015-12-01,1.866
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2016-01-01,-0.702
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2016-02-01,-0.723
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2016-03-01,-0.446
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2016-04-01,0.165
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2016-05-01,0.487
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2016-06-01,-1.74
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2016-07-01,1.074
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2016-08-01,0.16
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2016-09-01,0.411
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2016-10-01,1.105
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2016-11-01,-0.714
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2016-12-01,-2.554
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2017-01-01,3.506
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2017-02-01,0.037
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2017-03-01,1.902
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2017-04-01,-3.809
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2017-05-01,1.822
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2017-06-01,0.124
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2017-07-01,-0.441
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2017-08-01,-0.577
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2017-09-01,2.449
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2017-10-01,-2.32
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2017-11-01,1.614
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2017-12-01,-0.415
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2018-01-01,0.139
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2018-02-01,-0.008
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2018-03-01,0.967
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2018-04-01,-0.277
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2018-05-01,-0.538
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2018-06-01,0.993
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2018-07-01,-0.959
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2018-08-01,0.583
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2018-09-01,-1.754
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2018-10-01,1.825
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2018-11-01,-0.595
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2018-12-01,0.05
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-01-01,0.556
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-02-01,-0.385
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-03-01,0.033
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-04-01,0.658
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-05-01,-0.606
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-06-01,2.173
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-07-01,-0.235
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-08-01,-1.189
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-09-01,0.328
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-10-01,0.671
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-11-01,0.18
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2019-12-01,0.25
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-01-01,-0.33
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-02-01,0.629
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-03-01,-6.878
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-04-01,-12.897
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-05-01,32.119
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-06-01,-2.059
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-07-01,-0.066
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-08-01,-1.664
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-09-01,-1.492
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-10-01,4.68
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-11-01,-3.135
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2020-12-01,3.777
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-01-01,-6.303
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-02-01,-7.334
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-03-01,23.985
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-04-01,-2.119
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-05-01,-3.633
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-06-01,-3.476
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-07-01,-2.22
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-08-01,1.124
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-09-01,-0.61
Saisonbereinigt,Veränderungen,Real,47 (ohne 473): Total Detailhandel ohne Tankstellen,2021-10-01,3.776
